species,folder_count,folders,image_count,high,medium,low,unreadable,high_pct,medium_pct,low_pct,total_mb,avg_width,avg_height,extensions
大鳞犀孔鲷,1,大鳞犀孔鲷,2,2,0,0,0,100.0,0.0,0.0,4.2,3264,2448,.jpg:2
大鳞鳞鲬,1,大鳞鳞鲬,2,2,0,0,0,100.0,0.0,0.0,1.34,1575,2100,.jpg:2
大黄鱼,1,大黄鱼,2,0,2,0,0,0.0,100.0,0.0,1.41,1904,968,.jpg:2
大鼻孔叫姑鱼,1,大鼻孔叫姑鱼,2,0,2,0,0,0.0,100.0,0.0,1.78,2052,1140,.jpg:2
太平洋帆鱿鱼,1,太平洋帆鱿鱼,2,0,2,0,0,0.0,100.0,0.0,2.04,1959,1332,.jpg:2
奇鳗,1,奇鳗,2,0,0,2,0,0.0,0.0,100.0,0.26,1218,380,.jpg:2
奈氏拟鮟鱇,1,奈氏拟鮟鱇,2,0,0,2,0,0.0,0.0,100.0,0.28,1080,1440,.jpg:2
姬花鲈,1,姬花鲈,2,0,0,2,0,0.0,0.0,100.0,0.44,1038,550,.jpg:2
孔头底尾鳕,1,孔头底尾鳕,2,2,0,0,0,100.0,0.0,0.0,7.62,6000,4000,.jpg:2
安德曼钩腕乌贼,1,安德曼钩腕乌贼,2,2,0,0,0,100.0,0.0,0.0,11.34,5616,3744,.jpg:2
安达曼刺铠虾 Gonionida andamanica,1,安达曼刺铠虾 Gonionida andamanica,2,0,0,2,0,0.0,0.0,100.0,0.26,1080,1440,.jpg:2
安达曼赤虾,1,安达曼赤虾,2,2,0,0,0,100.0,0.0,0.0,4.85,2863.5,3285.5,.jpg:2
宽头底尾鱈,1,宽头底尾鱈,2,2,0,0,0,100.0,0.0,0.0,24.71,8688,4888,.jpg:2
宽尾拟角鲨,1,宽尾拟角鲨,2,2,0,0,0,100.0,0.0,0.0,4.0,3968,2976,.jpg:2
宽尾鳞鲀,1,宽尾鳞鲀,2,2,0,0,0,100.0,0.0,0.0,3.73,3264,2448,.jpg:2
宽条石斑鱼,1,宽条石斑鱼,2,0,2,0,0,0.0,100.0,0.0,1.9,2064,1120,.jpg:2
密星海蝠鱼,1,密星海蝠鱼,2,0,0,2,0,0.0,0.0,100.0,3.32,601,723,.bmp:2
密沟鲀,1,密沟鲀,2,2,0,0,0,100.0,0.0,0.0,7.02,3648,2736,.jpg:2
密点裸胸鳝,1,密点裸胸鳝,2,0,0,2,0,0.0,0.0,100.0,0.29,1242,328,.jpg:2
密集角鮟鱇,1,密集角鮟鱇,2,2,0,0,0,100.0,0.0,0.0,6.47,2976,3968,.jpg:2
小抹香鲛,1,小抹香鲛,2,2,0,0,0,100.0,0.0,0.0,3.96,4352,2448,.jpg:2
小眼原怪蟹南海150-300 米螃蟹采集,1,小眼原怪蟹南海150-300 米螃蟹采集_10_潮间带FeiBoy_来自小红书网页版,2,0,2,0,0,0.0,100.0,0.0,0.33,1080,1440,.jpg:2
小眼犀孔鲷,1,小眼犀孔鲷,2,2,0,0,0,100.0,0.0,0.0,3.61,3264,2448,.jpg:2
小管蛸,1,小管蛸,2,2,0,0,0,100.0,0.0,0.0,6.56,3576,3592,.jpg:2
小高鳍刺尾鱼,1,小高鳍刺尾鱼,2,1,1,0,0,50.0,50.0,0.0,1.23,2133,2133,.jpg:2
少鳞方头鲳,1,少鳞方头鲳,2,2,0,0,0,100.0,0.0,0.0,9.69,3096,4128,.jpg:2
少鳞鰧,1,少鳞鰧,2,2,0,0,0,100.0,0.0,0.0,7.48,3648,2736,.jpg:2
尖吻刺,1,尖吻刺,2,0,2,0,0,0.0,100.0,0.0,2.11,1708,1160,.jpg:2
尖吻蛇鳗,1,尖吻蛇鳗,2,0,0,2,0,0.0,0.0,100.0,0.44,1182,290,.jpg:2
尖吻鳐,1,尖吻鳐,2,0,2,0,0,0.0,100.0,0.0,0.72,1244,850,.jpg:2
尖头斜鲨,1,尖头斜鲨,2,0,0,2,0,0.0,0.0,100.0,0.27,1164,388,.jpg:2
尖头黄鳍牙或,1,尖头黄鳍牙或,2,0,2,0,0,0.0,100.0,0.0,1.66,1876,844,.jpg:2
尖尾鳗,1,尖尾鳗,2,0,0,2,0,0.0,0.0,100.0,0.27,1239,342,.jpg:2
尖棘鳐,1,尖棘鳐 (雌性）,2,0,0,2,0,0.0,0.0,100.0,0.5,1096,675,.jpg:2
尖棘鳐 (雄性,1,尖棘鳐 (雄性,2,0,0,2,0,0.0,0.0,100.0,0.69,1026,929,.jpg:2
尖角,1,尖角-,2,0,0,2,0,0.0,0.0,100.0,0.43,986,572,.jpg:2
居氏鬼鲉,1,居氏鬼鲉,2,2,0,0,0,100.0,0.0,0.0,2.96,2368,1380,.jpg:2
岐发真巨口鱼,1,岐发真巨口鱼,2,2,0,0,0,100.0,0.0,0.0,4.73,4608,3456,.jpg:2
嵌颌鱼,1,嵌颌鱼,2,2,0,0,0,100.0,0.0,0.0,5.0,3192,3304,.jpg:2
巨额额糠虾,1,巨额额糠虾,2,2,0,0,0,100.0,0.0,0.0,3.57,2448,3264,.jpg:2
巴什矛鼬鳚,1,巴什矛鼬鳚,2,2,0,0,0,100.0,0.0,0.0,7.04,3648,2736,.jpg:2
布氏合寄居蟹 Sympagurus burkenroadi 南海150-300 米螃蟹采集,1,布氏合寄居蟹 Sympagurus burkenroadi 南海150-300 米螃蟹采集_3_潮间带FeiBoy_来自小红书网页版,2,0,2,0,0,0.0,100.0,0.0,0.42,1080,1920,.jpg:2
